Underlying_Price,Option_Price,Moneyness,Intrinsic_Value,Time_Value,Delta,Gamma,Theta,Vega,Rho
319.592,0.024552290244785335,0.7023999999999999,0.0,0.024552290244785335,0.00223437689277929,0.00018187606652593852,-0.0054895982325276526,0.005863723737752881,0.0004722854038851599
331.006,0.06566428117154954,0.7274857142857142,0.0,0.06566428117154954,0.005354157548970982,0.0003849387761736924,-0.012480796966338213,0.013312804124946646,0.0011688999948514653
342.41999999999996,0.15850187312176445,0.7525714285714284,0.0,0.15850187312176445,0.01157374760986864,0.0007329134813889587,-0.025470560174608196,0.027125459566313976,0.0026058772489379826
353.834,0.3488597646775178,0.7776571428571428,0.0,0.3488597646775178,0.02279744481155576,0.00126735792420568,-0.047114441613466285,0.0500846401064138,0.00528606254984555
365.248,0.7065801212588525,0.8027428571428571,0.0,0.7065801212588525,0.041291675934501594,0.0020072759491357606,-0.07967953394560523,0.08452572854753047,0.009845973924976702
376.662,1.3278595077375712,0.8278285714285714,0.0,1.3278595077375712,0.06933585144231826,0.0029339354348157693,-0.12415753717978875,0.13138939632588476,0.0169783020330335
388.076,2.3327350855514197,0.8529142857142857,0.0,2.3327350855514197,0.10874335519453981,0.0039843391122165875,-0.17949141804443447,0.18940699498861327,0.02730681590748275
399.49,3.8569474860762725,0.878,0.0,3.8569474860762725,0.16038001645552663,0.005057641807531758,-0.24225434504761645,0.2547804159512468,0.04124196252585073
410.904,6.039007608521075,0.9030857142857143,0.0,6.039007608521075,0.22382852930915886,0.006033717288607032,-0.30698263876876186,0.32156727396059764,0.05885823999912983
422.318,9.004823071557311,0.9281714285714285,0.0,9.004823071557311,0.29730881786487134,0.006798198817041371,-0.3671206288608827,0.3827182700260988,0.07983153580239687
433.73199999999997,12.85305817737688,0.9532571428571428,0.0,12.85305817737688,0.3778833300949795,0.007266031759321945,-0.4163037206892343,0.43146579300083177,0.1034568728434101
445.146,17.64422003822216,0.9783428571428572,0.0,17.64422003822216,0.46188867140382983,0.007396686997494102,-0.44959338251103054,0.46264549799862287,0.12874224279623772
456.56,23.395416730350206,1.0034285714285713,1.5600000000000023,21.835416730350204,0.5454755621902931,0.007197733666757683,-0.4643218862758251,0.4735846751163305,0.15455267530359593
467.974,30.081262388025607,1.0285142857142857,12.97399999999999,17.107262388025617,0.6251252646726415,0.006717579858710664,-0.4603657754816628,0.4643681626394139,0.17976788234375968
479.38800000000003,37.64002577193639,1.0536,24.388000000000034,13.25202577193636,0.6980385087908287,0.0060311726079661995,-0.4398624338707888,0.4375041971849474,0.20341867046594622
490.802,45.98321302375649,1.0786857142857142,35.80200000000002,10.18121302375647,0.7623441848838302,0.005223513408373354,-0.4065355282870628,0.3971746395930132,0.22477865589424462
502.216,55.00648290710865,1.1037714285714286,47.21600000000001,7.79048290710864,0.8171279800243262,0.004375166117619588,-0.36486112916602825,0.3483227056725371,0.24340291966355365
513.63,64.600033779608,1.1288571428571428,58.629999999999995,5.970033779608002,0.8623197933011857,0.0035522629529228214,-0.31928854928523775,0.29580943314152836,0.2591186860641644
525.044,74.65716743702427,1.1539428571428572,70.04399999999998,4.613167437024288,0.8984967670183563,0.002801691756698095,-0.2736586729336142,0.24379113024091317,0.2719816226749052
536.4580000000001,85.08039482256982,1.1790285714285715,81.45800000000008,3.6223948225697313,0.9266580756066598,0.0021507621561451177,-0.2308758643900888,0.19537544815142405,0.2822142076035806
547.8720000000001,95.78502433044781,1.204114285714286,92.87200000000007,2.9130243304477403,0.9480148459544728,0.0016099283735582922,-0.19281714349152385,0.1525354945201366,0.2901409351728227
559.2860000000001,106.70057051679629,1.2292,104.28600000000006,2.414570516796232,0.9638212005815205,0.001177030580189998,-0.1604186875969434,0.11621489428307516,0.29613091333673974
570.7,117.77052201040863,1.2542857142857144,115.70000000000005,2.070522010408581,0.9752561842205049,0.0008417943225696379,-0.1338654684937331,0.08654219100982996,0.30055354953714625
582.114,128.95104591814362,1.2793714285714286,127.11400000000003,1.8370459181435876,0.9833544038814871,0.000589768337716263,-0.11281715750125292,0.06308174385770958,0.30374884900200294
593.528,140.20913757579814,1.304457142857143,138.52800000000002,1.6811375757981182,0.9889763809465375,0.00040531145162654,-0.0966219726958615,0.04506895069123257,0.30601098346208105
